"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"r94a29609t","http://193.205.194.113/RAISE/NEF/r94a29609t.NEF","http://193.205.194.113/RAISE/TIFF/r94a29609t.TIF","9/20/2014 20:58","2/16/2012 10:45","10.9 MB","L (4288 x 2848)","45:52.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","50mm","AF-A","Auto","ON","","f/5","1/2500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"rf6313707t","http://193.205.194.113/RAISE/NEF/rf6313707t.NEF","http://193.205.194.113/RAISE/TIFF/rf6313707t.TIF","9/20/2014 20:58","2/16/2012 10:47","9.02 MB","L (4288 x 2848)","47:45.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","92mm","AF-A","Auto","ON","","f/5.6","1/320s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"red4673fft","http://193.205.194.113/RAISE/NEF/red4673fft.NEF","http://193.205.194.113/RAISE/TIFF/red4673fft.TIF","9/20/2014 20:58","2/16/2012 10:50","10.8 MB","L (4288 x 2848)","50:07.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","50mm","AF-A","Auto","ON","","f/5","1/2500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r45092b54t","http://193.205.194.113/RAISE/NEF/r45092b54t.NEF","http://193.205.194.113/RAISE/TIFF/r45092b54t.TIF","9/20/2014 20:58","2/16/2012 10:50","10.6 MB","L (4288 x 2848)","50:10.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","34mm","AF-A","Auto","ON","","f/4.2","1/2500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"rd6d9dd77t","http://193.205.194.113/RAISE/NEF/rd6d9dd77t.NEF","http://193.205.194.113/RAISE/TIFF/rd6d9dd77t.TIF","9/20/2014 20:58","2/16/2012 10:50","11.0 MB","L (4288 x 2848)","50:15.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","92mm","AF-A","Auto","ON","","f/5.6","1/1600s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r44e522b5t","http://193.205.194.113/RAISE/NEF/r44e522b5t.NEF","http://193.205.194.113/RAISE/TIFF/r44e522b5t.TIF","9/20/2014 20:58","2/16/2012 10:50","11.0 MB","L (4288 x 2848)","50:27.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r7e2b1397t","http://193.205.194.113/RAISE/NEF/r7e2b1397t.NEF","http://193.205.194.113/RAISE/TIFF/r7e2b1397t.TIF","9/20/2014 20:59","2/16/2012 10:52","9.20 MB","L (4288 x 2848)","52:10.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","40mm","AF-A","Auto","ON","","f/4.5","1/1250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"re6573845t","http://193.205.194.113/RAISE/NEF/re6573845t.NEF","http://193.205.194.113/RAISE/TIFF/re6573845t.TIF","9/20/2014 20:59","2/16/2012 10:58","10.2 MB","L (4288 x 2848)","58:33.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/2500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"rf27ea815t","http://193.205.194.113/RAISE/NEF/rf27ea815t.NEF","http://193.205.194.113/RAISE/TIFF/rf27ea815t.TIF","9/20/2014 20:59","2/16/2012 11:59","9.37 MB","L (4288 x 2848)","59:03.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","34mm","AF-A","Auto","ON","","f/8","1/2500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"rb63f7ccbt","http://193.205.194.113/RAISE/NEF/rb63f7ccbt.NEF","http://193.205.194.113/RAISE/TIFF/rb63f7ccbt.TIF","9/20/2014 20:59","2/16/2012 12:27","9.87 MB","L (4288 x 2848)","27:56.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/40s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Direct sunlight, A2, M2","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"re425a178t","http://193.205.194.113/RAISE/NEF/re425a178t.NEF","http://193.205.194.113/RAISE/TIFF/re425a178t.TIF","9/20/2014 20:59","2/16/2012 12:28","9.65 MB","L (4288 x 2848)","28:26.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/4s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Direct sunlight, A2, M2","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r36156887t","http://193.205.194.113/RAISE/NEF/r36156887t.NEF","http://193.205.194.113/RAISE/TIFF/r36156887t.TIF","9/20/2014 20:59","2/16/2012 12:54","9.67 MB","L (4288 x 2848)","54:07.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/5s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Direct sunlight, A2, M2","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r1a8ee526t","http://193.205.194.113/RAISE/NEF/r1a8ee526t.NEF","http://193.205.194.113/RAISE/TIFF/r1a8ee526t.TIF","9/20/2014 20:59","2/16/2012 13:29","9.94 MB","L (4288 x 2848)","29:13.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","3s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Direct sunlight, A2, M2","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"rc6ea0a66t","http://193.205.194.113/RAISE/NEF/rc6ea0a66t.NEF","http://193.205.194.113/RAISE/TIFF/rc6ea0a66t.TIF","9/20/2014 20:59","2/16/2012 13:32","9.93 MB","L (4288 x 2848)","32:32.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","20s","Aperture Priority","0EV","","Matrix","ISO 250","","","","Direct sunlight, A2, M2","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r72d740dat","http://193.205.194.113/RAISE/NEF/r72d740dat.NEF","http://193.205.194.113/RAISE/TIFF/r72d740dat.TIF","9/20/2014 20:59","2/17/2012 4:17","10.2 MB","L (4288 x 2848)","17:22.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/4.5","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"r302d6708t","http://193.205.194.113/RAISE/NEF/r302d6708t.NEF","http://193.205.194.113/RAISE/TIFF/r302d6708t.TIF","9/20/2014 20:59","2/17/2012 4:27","10.7 MB","L (4288 x 2848)","27:53.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/4.5","1/400s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"r9df236f8t","http://193.205.194.113/RAISE/NEF/r9df236f8t.NEF","http://193.205.194.113/RAISE/TIFF/r9df236f8t.TIF","9/20/2014 20:59","2/17/2012 4:28","10.9 MB","L (4288 x 2848)","28:44.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"rc3da06f7t","http://193.205.194.113/RAISE/NEF/rc3da06f7t.NEF","http://193.205.194.113/RAISE/TIFF/rc3da06f7t.TIF","9/20/2014 20:59","2/17/2012 4:29","10.6 MB","L (4288 x 2848)","29:38.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","34mm","AF-A","Auto","ON","","f/8","1/250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"r96cbee12t","http://193.205.194.113/RAISE/NEF/r96cbee12t.NEF","http://193.205.194.113/RAISE/TIFF/r96cbee12t.TIF","9/20/2014 20:59","2/17/2012 4:31","10.4 MB","L (4288 x 2848)","31:16.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/320s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"rb48f17e0t","http://193.205.194.113/RAISE/NEF/rb48f17e0t.NEF","http://193.205.194.113/RAISE/TIFF/rb48f17e0t.TIF","9/20/2014 20:59","2/17/2012 4:31","10.8 MB","L (4288 x 2848)","31:23.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/200s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"r6f640b98t","http://193.205.194.113/RAISE/NEF/r6f640b98t.NEF","http://193.205.194.113/RAISE/TIFF/r6f640b98t.TIF","9/20/2014 20:59","2/17/2012 4:31","11.1 MB","L (4288 x 2848)","31:31.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/200s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"r7d661990t","http://193.205.194.113/RAISE/NEF/r7d661990t.NEF","http://193.205.194.113/RAISE/TIFF/r7d661990t.TIF","9/20/2014 20:59","2/17/2012 4:32","10.6 MB","L (4288 x 2848)","32:31.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"rbd843f67t","http://193.205.194.113/RAISE/NEF/rbd843f67t.NEF","http://193.205.194.113/RAISE/TIFF/rbd843f67t.TIF","9/20/2014 20:59","2/17/2012 4:33","10.6 MB","L (4288 x 2848)","33:05.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r0b985828t","http://193.205.194.113/RAISE/NEF/r0b985828t.NEF","http://193.205.194.113/RAISE/TIFF/r0b985828t.TIF","9/20/2014 20:59","2/17/2012 4:33","11.0 MB","L (4288 x 2848)","33:07.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"rf0ade5dat","http://193.205.194.113/RAISE/NEF/rf0ade5dat.NEF","http://193.205.194.113/RAISE/TIFF/rf0ade5dat.TIF","9/20/2014 21:00","2/17/2012 4:33","10.7 MB","L (4288 x 2848)","33:57.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r80e6a402t","http://193.205.194.113/RAISE/NEF/r80e6a402t.NEF","http://193.205.194.113/RAISE/TIFF/r80e6a402t.TIF","9/20/2014 21:00","2/17/2012 4:34","10.7 MB","L (4288 x 2848)","34:22.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","21mm","AF-A","Auto","ON","","f/8","1/320s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"rcda7ba90t","http://193.205.194.113/RAISE/NEF/rcda7ba90t.NEF","http://193.205.194.113/RAISE/TIFF/rcda7ba90t.TIF","9/20/2014 21:00","2/17/2012 4:35","10.6 MB","L (4288 x 2848)","35:41.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"rce075340t","http://193.205.194.113/RAISE/NEF/rce075340t.NEF","http://193.205.194.113/RAISE/TIFF/rce075340t.TIF","9/20/2014 21:00","2/17/2012 4:37","10.5 MB","L (4288 x 2848)","37:47.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","66mm","AF-A","Auto","ON","","f/5.6","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"r67fc9ef5t","http://193.205.194.113/RAISE/NEF/r67fc9ef5t.NEF","http://193.205.194.113/RAISE/TIFF/r67fc9ef5t.TIF","9/20/2014 21:00","2/17/2012 4:38","10.5 MB","L (4288 x 2848)","38:12.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","62mm","AF-A","Auto","ON","","f/5.6","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r61da82ddt","http://193.205.194.113/RAISE/NEF/r61da82ddt.NEF","http://193.205.194.113/RAISE/TIFF/r61da82ddt.TIF","9/20/2014 21:00","2/17/2012 4:40","10.8 MB","L (4288 x 2848)","40:54.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"r7c9ae435t","http://193.205.194.113/RAISE/NEF/r7c9ae435t.NEF","http://193.205.194.113/RAISE/TIFF/r7c9ae435t.TIF","9/20/2014 21:00","2/17/2012 4:44","11.3 MB","L (4288 x 2848)","44:03.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r88f8c8e0t","http://193.205.194.113/RAISE/NEF/r88f8c8e0t.NEF","http://193.205.194.113/RAISE/TIFF/r88f8c8e0t.TIF","9/20/2014 21:00","2/17/2012 4:46","10.6 MB","L (4288 x 2848)","46:49.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"r34c58724t","http://193.205.194.113/RAISE/NEF/r34c58724t.NEF","http://193.205.194.113/RAISE/TIFF/r34c58724t.TIF","9/20/2014 21:00","2/17/2012 4:47","10.7 MB","L (4288 x 2848)","47:29.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/160s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"re14fc76et","http://193.205.194.113/RAISE/NEF/re14fc76et.NEF","http://193.205.194.113/RAISE/TIFF/re14fc76et.TIF","9/20/2014 21:00","2/17/2012 4:50","11.3 MB","L (4288 x 2848)","50:23.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
"rdec40b8ct","http://193.205.194.113/RAISE/NEF/rdec40b8ct.NEF","http://193.205.194.113/RAISE/TIFF/rdec40b8ct.TIF","9/20/2014 21:00","2/17/2012 4:50","10.7 MB","L (4288 x 2848)","50:50.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/8","1/100s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"ra38e8583t","http://193.205.194.113/RAISE/NEF/ra38e8583t.NEF","http://193.205.194.113/RAISE/TIFF/ra38e8583t.TIF","9/20/2014 21:00","2/17/2012 4:52","11.0 MB","L (4288 x 2848)","52:25.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","58mm","AF-A","Auto","ON","","f/8","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor"
